Table 10 - Principal Amount Outstanding and Exposures Past Due by Underlying Collateral Type,September 30 2025,,,,
(Dollars in millions),Exposure intended to be securitized,BAC assets held in traditional securitizations,Third-party assets held in traditional securitizations,BAC assets held in synthetic securitizations,Assets impaired or past due
Residential mortgages,0,14719,673,0,2818
Commercial mortgages,538,41366,0,0,691
Commercial and industrial,6000,0,0,3500,0
Consumer auto loans,0,0,0,0,0
Student loans,0,0,0,0,0
Municipal bonds,0,3127,0,0,0
Total,6538,59212,673,3500,3510
