Table 11 - Total Securitization EAD and RWA,September 30 2025,,,
(Dollars in millions),On-Balance Sheet EAD,Off-Balance Sheet EAD,Total EAD,RWA
Residential mortgages,19980,2639,22619,10037
Commercial mortgages,2886,392,3278,4110
Commercial and industrial,59629,15389,75018,20573
Consumer auto loans,38143,11245,49388,11169
Student loans,2894,1906,4800,1498
Municipal bonds,452,2332,2784,1187
Other,18117,8639,26756,7884
Total,142101,42542,184643,56458
