form_family,schedule,line_number,item_description,column_role,mdrm_code,forms,start_date,notes
y9c,HC-Q,1,Available-for-sale debt and equity securities with readily determinable fair values not held for trading,mdrm_netting,BHCKG474,,2009-06-30,Column A code BHCYJA36 effective 2018-03-31 (ASU 2016-01 revision); columns B-E G-series effective 2009-06-30
y9c,HC-Q,1,Available-for-sale debt and equity securities with readily determinable fair values not held for trading,mdrm_level_1,BHCKG475,,2009-06-30,Column A code BHCYJA36 effective 2018-03-31 (ASU 2016-01 revision); columns B-E G-series effective 2009-06-30
y9c,HC-Q,1,Available-for-sale debt and equity securities with readily determinable fair values not held for trading,mdrm_level_2,BHCKG476,,2009-06-30,Column A code BHCYJA36 effective 2018-03-31 (ASU 2016-01 revision); columns B-E G-series effective 2009-06-30
y9c,HC-Q,1,Available-for-sale debt and equity securities with readily determinable fair values not held for trading,mdrm_level_3,BHCKG477,,2009-06-30,Column A code BHCYJA36 effective 2018-03-31 (ASU 2016-01 revision); columns B-E G-series effective 2009-06-30
y9c,HC-Q,1,Available-for-sale debt and equity securities with readily determinable fair values not held for trading,mdrm_total_fv,BHCYJA36,,2009-06-30,Column A code BHCYJA36 effective 2018-03-31 (ASU 2016-01 revision); columns B-E G-series effective 2009-06-30
y9c,HC-Q,2,Federal funds sold and securities purchased under agreements to resell,mdrm_total_fv,BHCKG478,,2009-06-30,
y9c,HC-Q,2,Federal funds sold and securities purchased under agreements to resell,mdrm_netting,BHCKG479,,2009-06-30,
y9c,HC-Q,2,Federal funds sold and securities purchased under agreements to resell,mdrm_level_1,BHCKG480,,2009-06-30,
y9c,HC-Q,2,Federal funds sold and securities purchased under agreements to resell,mdrm_level_2,BHCKG481,,2009-06-30,
y9c,HC-Q,2,Federal funds sold and securities purchased under agreements to resell,mdrm_level_3,BHCKG482,,2009-06-30,
y9c,HC-Q,3,Loans and leases held for sale,mdrm_total_fv,BHCKG483,,2009-06-30,
y9c,HC-Q,3,Loans and leases held for sale,mdrm_netting,BHCKG484,,2009-06-30,
y9c,HC-Q,3,Loans and leases held for sale,mdrm_level_1,BHCKG485,,2009-06-30,
y9c,HC-Q,3,Loans and leases held for sale,mdrm_level_2,BHCKG486,,2009-06-30,
y9c,HC-Q,3,Loans and leases held for sale,mdrm_level_3,BHCKG487,,2009-06-30,
y9c,HC-Q,4,Loans and leases held for investment,mdrm_total_fv,BHCKG488,,2009-06-30,Fair value option loans
y9c,HC-Q,4,Loans and leases held for investment,mdrm_netting,BHCKG489,,2009-06-30,Fair value option loans
y9c,HC-Q,4,Loans and leases held for investment,mdrm_level_1,BHCKG490,,2009-06-30,Fair value option loans
y9c,HC-Q,4,Loans and leases held for investment,mdrm_level_2,BHCKG491,,2009-06-30,Fair value option loans
y9c,HC-Q,4,Loans and leases held for investment,mdrm_level_3,BHCKG492,,2009-06-30,Fair value option loans
y9c,HC-Q,6,All other assets,mdrm_total_fv,BHCKG391,,2009-06-30,
y9c,HC-Q,6,All other assets,mdrm_netting,BHCKG392,,2009-06-30,
y9c,HC-Q,6,All other assets,mdrm_level_1,BHCKG395,,2009-06-30,
y9c,HC-Q,6,All other assets,mdrm_level_2,BHCKG396,,2009-06-30,
y9c,HC-Q,6,All other assets,mdrm_level_3,BHCKG804,,2009-06-30,
y9c,HC-Q,7,Total assets measured at fair value on a recurring basis,mdrm_total_fv,BHCKG502,,2009-06-30,Per-column sum of items 1 through 6
