form_family,schedule,line_number,item_description,column_role,mdrm_code,forms,start_date,notes
call,RC-N,2,Loans to depository institutions and acceptances of other banks,mdrm_30_89,RCONB834,041/051,2017-03-31,
call,RC-N,2,Loans to depository institutions and acceptances of other banks,mdrm_90_plus,RCONB835,041/051,2017-03-31,
call,RC-N,2,Loans to depository institutions and acceptances of other banks,mdrm_nonaccrual,RCONB836,041/051,2017-03-31,
call,RC-N,3,Loans to finance agricultural production and other loans to farmers,mdrm_nonaccrual,RCFD1583,031,2001-03-31,
call,RC-N,3,Loans to finance agricultural production and other loans to farmers,mdrm_30_89,RCFD1594,031,2001-03-31,
call,RC-N,3,Loans to finance agricultural production and other loans to farmers,mdrm_90_plus,RCFD1597,031,2001-03-31,
call,RC-N,3,Loans to finance agricultural production and other loans to farmers,mdrm_nonaccrual,RCON1583,051,2017-03-31,
call,RC-N,3,Loans to finance agricultural production and other loans to farmers,mdrm_30_89,RCON1594,051,2017-03-31,
call,RC-N,3,Loans to finance agricultural production and other loans to farmers,mdrm_90_plus,RCON1597,051,2017-03-31,
call,RC-N,4,Commercial and industrial loans,mdrm_30_89,RCON1606,041/051,2017-03-31,
call,RC-N,4,Commercial and industrial loans,mdrm_90_plus,RCON1607,041/051,2017-03-31,
call,RC-N,4,Commercial and industrial loans,mdrm_nonaccrual,RCON1608,041/051,2017-03-31,
call,RC-N,6,Loans to foreign governments and official institutions,mdrm_30_89,RCFD5389,031,2001-03-31,
call,RC-N,6,Loans to foreign governments and official institutions,mdrm_90_plus,RCFD5390,031,2001-03-31,
call,RC-N,6,Loans to foreign governments and official institutions,mdrm_nonaccrual,RCFD5391,031,2001-03-31,
call,RC-N,6,Loans to foreign governments and official institutions,mdrm_30_89,RCON3505,051,2017-03-31,
call,RC-N,6,Loans to foreign governments and official institutions,mdrm_90_plus,RCON3506,051,2017-03-31,
call,RC-N,6,Loans to foreign governments and official institutions,mdrm_nonaccrual,RCON3507,051,2017-03-31,
call,RC-N,7,All other loans,mdrm_30_89,RCFD5459,031,2001-03-31,
call,RC-N,7,All other loans,mdrm_90_plus,RCFD5460,031,2001-03-31,
call,RC-N,7,All other loans,mdrm_nonaccrual,RCFD5461,031,2001-03-31,
call,RC-N,7,All other loans,mdrm_30_89,RCON5459,041,2017-03-31,
call,RC-N,7,All other loans,mdrm_90_plus,RCON5460,041,2017-03-31,
call,RC-N,7,All other loans,mdrm_nonaccrual,RCON5461,041,2017-03-31,
call,RC-N,8,Lease financing receivables,mdrm_30_89,RCON1226,041,2017-03-31,
call,RC-N,8,Lease financing receivables,mdrm_90_plus,RCON1227,041,2017-03-31,
call,RC-N,8,Lease financing receivables,mdrm_nonaccrual,RCON1228,041,2017-03-31,
call,RC-N,9,Total loans and leases (sum of items 1 through 8.b),mdrm_nonaccrual,RCFD1403,031,2017-03-31,
call,RC-N,9,Total loans and leases (sum of items 1 through 8.b),mdrm_30_89,RCFD1406,031,2017-03-31,
call,RC-N,9,Total loans and leases (sum of items 1 through 8.b),mdrm_90_plus,RCFD1407,031,2017-03-31,
call,RC-N,9,Total loans and leases (sum of items 1 through 8.b),mdrm_nonaccrual,RCON1403,041,2017-03-31,
call,RC-N,9,Total loans and leases (sum of items 1 through 8.b),mdrm_30_89,RCON1406,041,2017-03-31,
call,RC-N,9,Total loans and leases (sum of items 1 through 8.b),mdrm_90_plus,RCON1407,041,2017-03-31,
call,RC-N,10,Debt securities and other assets (exclude other real estate owned and other repossessed assets),mdrm_30_89,RCFD3505,031,2001-03-31,
call,RC-N,10,Debt securities and other assets (exclude other real estate owned and other repossessed assets),mdrm_90_plus,RCFD3506,031,2001-03-31,
call,RC-N,10,Debt securities and other assets (exclude other real estate owned and other repossessed assets),mdrm_nonaccrual,RCFD3507,031,2001-03-31,
call,RC-N,10,Debt securities and other assets (exclude other real estate owned and other repossessed assets),mdrm_30_89,RCON3505,041,2017-03-31,
call,RC-N,10,Debt securities and other assets (exclude other real estate owned and other repossessed assets),mdrm_90_plus,RCON3506,041,2017-03-31,
call,RC-N,10,Debt securities and other assets (exclude other real estate owned and other repossessed assets),mdrm_nonaccrual,RCON3507,041,2017-03-31,
call,RC-N,11,"Loans and leases reported in items 1 through 8 above that are wholly or partially guaranteed by the U.S. Government, excluding loans and leases covered by loss-sharing agreements with the FDIC",mdrm_30_89,RCFDK036,031,2011-03-31,
call,RC-N,11,"Loans and leases reported in items 1 through 8 above that are wholly or partially guaranteed by the U.S. Government, excluding loans and leases covered by loss-sharing agreements with the FDIC",mdrm_90_plus,RCFDK037,031,2011-03-31,
call,RC-N,11,"Loans and leases reported in items 1 through 8 above that are wholly or partially guaranteed by the U.S. Government, excluding loans and leases covered by loss-sharing agreements with the FDIC",mdrm_nonaccrual,RCFDK038,031,2011-03-31,
call,RC-N,11,"Loans and leases reported in items 1 through 8 above that are wholly or partially guaranteed by the U.S. Government, excluding loans and leases covered by loss-sharing agreements with the FDIC",mdrm_30_89,RCONK036,041/051,2017-03-31,
call,RC-N,11,"Loans and leases reported in items 1 through 8 above that are wholly or partially guaranteed by the U.S. Government, excluding loans and leases covered by loss-sharing agreements with the FDIC",mdrm_90_plus,RCONK037,041/051,2017-03-31,
call,RC-N,11,"Loans and leases reported in items 1 through 8 above that are wholly or partially guaranteed by the U.S. Government, excluding loans and leases covered by loss-sharing agreements with the FDIC",mdrm_nonaccrual,RCONK038,041/051,2017-03-31,
call,RC-N,12,Portion of covered loans and leases reported in item 9 above that is protected by FDIC loss-sharing agreements,mdrm_30_89,RCFDK102,031,2011-03-31,
call,RC-N,12,Portion of covered loans and leases reported in item 9 above that is protected by FDIC loss-sharing agreements,mdrm_90_plus,RCFDK103,031,2011-03-31,
call,RC-N,12,Portion of covered loans and leases reported in item 9 above that is protected by FDIC loss-sharing agreements,mdrm_nonaccrual,RCFDK104,031,2011-03-31,
call,RC-N,12,Portion of covered loans and leases reported in item 9 above that is protected by FDIC loss-sharing agreements,mdrm_30_89,RCONK102,041,2017-03-31,
call,RC-N,12,Portion of covered loans and leases reported in item 9 above that is protected by FDIC loss-sharing agreements,mdrm_90_plus,RCONK103,041,2017-03-31,
call,RC-N,12,Portion of covered loans and leases reported in item 9 above that is protected by FDIC loss-sharing agreements,mdrm_nonaccrual,RCONK104,041,2017-03-31,
call,RC-N,1.a,"Construction, land development, and other land loans",mdrm_30_89,RCONF172,051,2017-03-31,
