form_family,schedule,line_number,item_description,column_role,mdrm_code,forms,start_date,notes
y9c,HC-S,1,Outstanding principal balance of assets sold and securitized with servicing retained or with recourse/seller-provided credit enhancements,mdrm_code,BHCKB705,,2001-06-30,Originator (1-4 Family Residential Loans)
y9c,HC-S,1,Outstanding principal balance of assets sold and securitized with servicing retained or with recourse/seller-provided credit enhancements,mdrm_code,BHCKB706,,2001-06-30,Originator (Home Equity Lines)
y9c,HC-S,1,Outstanding principal balance of assets sold and securitized with servicing retained or with recourse/seller-provided credit enhancements,mdrm_code,BHCKB707,,2001-06-30,Originator (Credit Card Receivables)
y9c,HC-S,1,Outstanding principal balance of assets sold and securitized with servicing retained or with recourse/seller-provided credit enhancements,mdrm_code,BHCKB708,,2001-06-30,Originator (Auto Loans)
y9c,HC-S,1,Outstanding principal balance of assets sold and securitized with servicing retained or with recourse/seller-provided credit enhancements,mdrm_code,BHCKB709,,2001-06-30,Originator (Other Consumer Loans)
y9c,HC-S,1,Outstanding principal balance of assets sold and securitized with servicing retained or with recourse/seller-provided credit enhancements,mdrm_code,BHCKB710,,2001-06-30,Originator (Commercial and Industrial Loans)
y9c,HC-S,1,Outstanding principal balance of assets sold and securitized with servicing retained or with recourse/seller-provided credit enhancements,mdrm_code,BHCKB711,,2001-06-30,"Originator (All Other Loans, All Leases, and All Other Assets)"
y9c,HC-S,1,Outstanding principal balance of assets sold and securitized with servicing retained or with recourse/seller-provided credit enhancements,call_mdrm,RCFDB705,,2001-06-30,Originator (1-4 Family Residential Loans)
y9c,HC-S,1,Outstanding principal balance of assets sold and securitized with servicing retained or with recourse/seller-provided credit enhancements,call_mdrm,RCFDB706,,2001-06-30,Originator (Home Equity Lines)
y9c,HC-S,1,Outstanding principal balance of assets sold and securitized with servicing retained or with recourse/seller-provided credit enhancements,call_mdrm,RCFDB707,,2001-06-30,Originator (Credit Card Receivables)
y9c,HC-S,1,Outstanding principal balance of assets sold and securitized with servicing retained or with recourse/seller-provided credit enhancements,call_mdrm,RCFDB708,,2001-06-30,Originator (Auto Loans)
y9c,HC-S,1,Outstanding principal balance of assets sold and securitized with servicing retained or with recourse/seller-provided credit enhancements,call_mdrm,RCFDB709,,2001-06-30,Originator (Other Consumer Loans)
y9c,HC-S,1,Outstanding principal balance of assets sold and securitized with servicing retained or with recourse/seller-provided credit enhancements,call_mdrm,RCFDB710,,2001-06-30,Originator (Commercial and Industrial Loans)
y9c,HC-S,1,Outstanding principal balance of assets sold and securitized with servicing retained or with recourse/seller-provided credit enhancements,call_mdrm,RCFDB711,,2001-06-30,"Originator (All Other Loans, All Leases, and All Other Assets)"
y9c,HC-S,2,Maximum credit exposure from recourse or seller-provided credit enhancements for structures in item 1,mdrm_code,BHCKHU09,,2018-06-30,Retained risk (1-4 Family Residential Loans)
y9c,HC-S,2,Maximum credit exposure from recourse or seller-provided credit enhancements for structures in item 1,mdrm_code,BHCKHU10,,2018-06-30,Retained risk (Home Equity Lines)
y9c,HC-S,2,Maximum credit exposure from recourse or seller-provided credit enhancements for structures in item 1,mdrm_code,BHCKHU11,,2018-06-30,Retained risk (Credit Card Receivables)
y9c,HC-S,2,Maximum credit exposure from recourse or seller-provided credit enhancements for structures in item 1,mdrm_code,BHCKHU12,,2018-06-30,Retained risk (Auto Loans)
y9c,HC-S,2,Maximum credit exposure from recourse or seller-provided credit enhancements for structures in item 1,mdrm_code,BHCKHU13,,2018-06-30,Retained risk (Other Consumer Loans)
y9c,HC-S,2,Maximum credit exposure from recourse or seller-provided credit enhancements for structures in item 1,mdrm_code,BHCKHU14,,2018-06-30,Retained risk (Commercial and Industrial Loans)
y9c,HC-S,2,Maximum credit exposure from recourse or seller-provided credit enhancements for structures in item 1,mdrm_code,BHCKHU15,,2018-06-30,"Retained risk (All Other Loans, All Leases, and All Other Assets)"
y9c,HC-S,2,Maximum credit exposure from recourse or seller-provided credit enhancements for structures in item 1,call_mdrm,RCFDHU09,,2018-06-30,Retained risk (1-4 Family Residential Loans)
y9c,HC-S,2,Maximum credit exposure from recourse or seller-provided credit enhancements for structures in item 1,call_mdrm,RCFDHU10,,2018-06-30,Retained risk (Home Equity Lines)
y9c,HC-S,2,Maximum credit exposure from recourse or seller-provided credit enhancements for structures in item 1,call_mdrm,RCFDHU11,,2018-06-30,Retained risk (Credit Card Receivables)
y9c,HC-S,2,Maximum credit exposure from recourse or seller-provided credit enhancements for structures in item 1,call_mdrm,RCFDHU12,,2018-06-30,Retained risk (Auto Loans)
y9c,HC-S,2,Maximum credit exposure from recourse or seller-provided credit enhancements for structures in item 1,call_mdrm,RCFDHU13,,2018-06-30,Retained risk (Other Consumer Loans)
y9c,HC-S,2,Maximum credit exposure from recourse or seller-provided credit enhancements for structures in item 1,call_mdrm,RCFDHU14,,2018-06-30,Retained risk (Commercial and Industrial Loans)
y9c,HC-S,2,Maximum credit exposure from recourse or seller-provided credit enhancements for structures in item 1,call_mdrm,RCFDHU15,,2018-06-30,"Retained risk (All Other Loans, All Leases, and All Other Assets)"
y9c,HC-S,3,Unused commitments to provide liquidity to structures in item 1,mdrm_code,BHCKB726,,2001-06-30,$100B+ filers (1-4 Family Residential Loans)
y9c,HC-S,3,Unused commitments to provide liquidity to structures in item 1,mdrm_code,BHCKB727,,2001-06-30,$100B+ filers (Home Equity Lines)
y9c,HC-S,3,Unused commitments to provide liquidity to structures in item 1,mdrm_code,BHCKB728,,2001-06-30,$100B+ filers (Credit Card Receivables)
y9c,HC-S,3,Unused commitments to provide liquidity to structures in item 1,mdrm_code,BHCKB729,,2001-06-30,$100B+ filers (Auto Loans)
y9c,HC-S,3,Unused commitments to provide liquidity to structures in item 1,mdrm_code,BHCKB730,,2001-06-30,$100B+ filers (Other Consumer Loans)
