form_family,schedule,line_number,item_description,column_role,mdrm_code,forms,start_date,notes
y9c,HC-R,1.,Common stock plus related surplus (net of treasury stock and unearned ESOP),mdrm_code,BHCAP742,,2014-03-31,
y9c,HC-R,1.,On-balance sheet: Cash and balances due from depository institutions,mdrm_code,BHCKD957,,2014-03-31,Grid line; other columns present: BCGHIJ
y9c,HC-R,1.,Common stock plus related surplus (net of treasury stock and unearned ESOP),call_mdrm,RCFAP742,,2014-03-31,
y9c,HC-R,1.,On-balance sheet: Cash and balances due from depository institutions,call_mdrm,RCFDD957,,2014-03-31,Grid line; other columns present: BCGHIJ
y9c,HC-R,2.,Retained earnings,mdrm_code,BHCAKW00,,2014-03-31,
y9c,HC-R,2.,Retained earnings,call_mdrm,RCFAKW00,,2014-03-31,
y9c,HC-R,3.,Accumulated other comprehensive income (AOCI),mdrm_code,BHCAB530,,2014-03-31,
y9c,HC-R,3.,Accumulated other comprehensive income (AOCI),call_mdrm,RCFAB530,,2014-03-31,
y9c,HC-R,4.,CET1 minority interest includable in CET1,mdrm_code,BHCAP839,,2014-03-31,
y9c,HC-R,4.,CET1 minority interest includable in CET1,call_mdrm,RCFAP839,,2014-03-31,
y9c,HC-R,5.,CET1 capital before adjustments and deductions (sum of items 1-4),mdrm_code,BHCAP840,,2014-03-31,
y9c,HC-R,5.,CET1 capital before adjustments and deductions (sum of items 1-4),call_mdrm,RCFAP840,,2014-03-31,
y9c,HC-R,6.,LESS: Goodwill net of associated DTLs,mdrm_code,BHCAP841,,2014-03-31,
y9c,HC-R,6.,LESS: Allowance for loan and lease losses,mdrm_code,BHCX3123,,2014-03-31,Grid line; other columns present: B
y9c,HC-R,6.,LESS: Goodwill net of associated DTLs,call_mdrm,RCFAP841,,2014-03-31,
y9c,HC-R,6.,LESS: Allowance for loan and lease losses,call_mdrm,RCFD3123,,2014-03-31,Grid line; other columns present: B
y9c,HC-R,7.,"LESS: Intangible assets (other than goodwill and MSAs), net of DTLs",mdrm_code,BHCAP842,,2014-03-31,
y9c,HC-R,7.,On-balance sheet: Trading assets,mdrm_code,BHCKD976,,2014-03-31,Grid line; other columns present: BCDEFGHIJKLMNO
y9c,HC-R,7.,"LESS: Intangible assets (other than goodwill and MSAs), net of DTLs",call_mdrm,RCFAP842,,2014-03-31,
y9c,HC-R,7.,On-balance sheet: Trading assets,call_mdrm,RCFDD976,,2014-03-31,Grid line; other columns present: BCDEFGHIJKLMNO
y9c,HC-R,8.,"LESS: DTAs from net operating loss and tax credit carryforwards, net of DTLs",mdrm_code,BHCAP843,,2014-03-31,
y9c,HC-R,8.,On-balance sheet: All other assets,mdrm_code,BHCKD981,,2014-03-31,Grid line; other columns present: BCDEFGHIJKLMNO
y9c,HC-R,8.,"LESS: DTAs from net operating loss and tax credit carryforwards, net of DTLs",call_mdrm,RCFAP843,,2014-03-31,
y9c,HC-R,8.,On-balance sheet: All other assets,call_mdrm,RCFDD981,,2014-03-31,Grid line; other columns present: BCDEFGHIJKLMNO
y9c,HC-R,10.,Securitization (SSFA): Off-balance sheet exposures,mdrm_code,BHCKS495,,2014-03-31,Grid line; other columns present: BQTU
y9c,HC-R,10.,Securitization (SSFA): Off-balance sheet exposures,call_mdrm,RCFDS495,,2014-03-31,Grid line; other columns present: BQTU
y9c,HC-R,11.,Total balance sheet assets,mdrm_code,BHCT2170,,2014-03-31,Grid line; other columns present: BCDEGHIJKLMNQR
y9c,HC-R,11.,LESS: Non-significant investments in unconsolidated FIs (common stock) > 10% threshold,mdrm_code,BHCWP851,,2014-03-31,
y9c,HC-R,11.,Total balance sheet assets,call_mdrm,RCFD2170,,2014-03-31,Grid line; other columns present: BCDEGHIJKLMNQR
y9c,HC-R,11.,LESS: Non-significant investments in unconsolidated FIs (common stock) > 10% threshold,call_mdrm,RCFWP851,,2014-03-31,
y9c,HC-R,12.,Subtotal (item 5 minus items 6-10.b col A; minus 6-11 col B),mdrm_code,BHCAP852,,2014-03-31,
y9c,HC-R,12.,Off-balance sheet: Financial standby letters of credit,mdrm_code,BHCKD991,,2014-03-31,Grid line; other columns present: BCDEGHIJ
y9c,HC-R,12.,Subtotal (item 5 minus items 6-10.b col A; minus 6-11 col B),mdrm_code,BHCWP852,,2014-03-31,
y9c,HC-R,12.,Subtotal (item 5 minus items 6-10.b col A; minus 6-11 col B),call_mdrm,RCFAP852,,2014-03-31,
y9c,HC-R,12.,Off-balance sheet: Financial standby letters of credit,call_mdrm,RCFDD991,,2014-03-31,Grid line; other columns present: BCDEGHIJ
y9c,HC-R,12.,Subtotal (item 5 minus items 6-10.b col A; minus 6-11 col B),call_mdrm,RCFWP852,,2014-03-31,
y9c,HC-R,13.,Off-balance sheet: Performance SBLCs and transaction-related contingencies,mdrm_code,BHCKD997,,2014-03-31,Grid line; other columns present: BCGHIJ
y9c,HC-R,13.,Off-balance sheet: Performance SBLCs and transaction-related contingencies,call_mdrm,RCFDD997,,2014-03-31,Grid line; other columns present: BCGHIJ
y9c,HC-R,14.,Off-balance sheet: Commercial/similar LCs (original maturity <= 1 year),mdrm_code,BHCKG606,,2014-03-31,Grid line; other columns present: BCDEGHIJ
y9c,HC-R,14.,Off-balance sheet: Commercial/similar LCs (original maturity <= 1 year),call_mdrm,RCFDG606,,2014-03-31,Grid line; other columns present: BCDEGHIJ
y9c,HC-R,15.,Off-balance sheet: Retained recourse on small business obligations sold,mdrm_code,BHCKG612,,2014-03-31,Grid line; other columns present: BCGHIJ
y9c,HC-R,15.,Off-balance sheet: Retained recourse on small business obligations sold,call_mdrm,RCFDG612,,2014-03-31,Grid line; other columns present: BCGHIJ
y9c,HC-R,16.,Off-balance sheet: Repo-style transactions,mdrm_code,BHCKS515,,2014-03-31,Grid line; other columns present: BCDEGHIJ
y9c,HC-R,16.,LESS: Significant investments + MSAs + DTAs > 15% aggregate CET1 threshold,mdrm_code,BHCWP856,,2014-03-31,
y9c,HC-R,16.,Off-balance sheet: Repo-style transactions,call_mdrm,RCFDS515,,2014-03-31,Grid line; other columns present: BCDEGHIJ
