Metric,One-Day Holding Period Weekly Average ($ millions),10-Day Holding Period Period End ($ millions),10-Day Holding Period Weekly Average ($ millions),10-Day Holding Period High ($ millions),10-Day Holding Period Low ($ millions)
Total Regulatory stressed VaR,122,397,384,488,248
