Total Securitization - June 30 2025 (in millions),SFA Exposure,SFA RWA,SSFA Exposure,SSFA RWA,1250% Exposure,1250% RWA,Total Exposure,Total RWA
Total securitization (b),134552,29897,157023,36834,25,331,291600,67062
