"Table 23.1: IRC by Material Portfolios",,,,
"June 30, 2024",,,,
,,,"Three Months Ended",
"In millions of dollars","As of June 30, 2024",High,Low,Mean
Material Portfolios,,,,,
Markets,282,406,194,268
Other,5,5,2,4
"Diversification Benefit (1)",-35,NM,NM,-21
Total IRC,252,381,193,251
,,,,,
Notes:,,,,,
"NM: Not meaningful",,,,,
"(1) Diversification benefit is the result of correlation between portfolios and, due to this benefit, the total Regulatory IRC on a given day will be lower than the sum of the Regulatory IRCs relating to each individual portfolio. No diversification benefit can be inferred for the high and low of respective portfolios as they may come from different close of business dates.",,,,,
