Table 9c: Counterparty Credit Risk Credit Derivatives,March 31 2025,,,
(in millions),Intermediation Activities - Purchased,Intermediation Activities - Sold,Own Portfolio - Purchased,Own Portfolio - Sold
Credit default swaps,128712,98666,19204,14124
Total return swaps,—,—,—,847
Credit options,—,—,50,—
Grand Total,128712,98666,19254,14971
