Table 22: Covered Securitization Positions by Exposure Type (Net Market Value),March 31 2025,,,
(in millions),ABS,CMBS,RMBS,CLO/CDO
Securities,1438,1092,673,866
Derivatives,0,2,0,0
Total,1438,1094,673,866
