Table 18: General VaR by Risk Category,,Three months ended March 31 2025,,
(in millions),Period End,High,Low,Average
Wells Fargo Regulatory General VaR by Risk Category,,,,,
Credit,90,108,66,87
Interest rate,54,166,39,75
Equity,17,49,12,19
Commodity,NM,18,NM,1
Foreign exchange,19,21,7,15
Diversification benefit,-157,NM,NM,-176
Company Regulatory General VaR,23,67,13,21
