Table 26b: TLAC and Eligible Unsecured Long-Term Debt,March 31 2025,,,
(in millions),TLAC,Regulatory Minimum,Eligible Unsecured Long-term Debt,Regulatory Minimum
Total eligible amount,306818,,139074,
Percentage of RWAs (%),25.11,21.50,11.38,7.50
Percentage of total leverage exposure (%),13.53,9.50,6.13,4.50
