Table,PID,Product,Applicable Counterparty Values,Not Applicable Counterparty Values
Outflows - Secured,6,Exceptional Central Bank Operations,Central Bank,"Retail; Small Business; Non-Financial Corporate; Sovereign; GSE; PSE; MDB; Other Supranational; Pension Fund; Bank; Broker-Dealer; Investment Company or Advisor; Financial Market Utility; Other Supervised Non-Bank Financial Entity; Debt Issuing SPE; Non-Regulated Fund; Municipalities for VRDN Structures; Other"
