Incremental Risk Charge,,,,,,,,
Quarter Ended December 31 2024,,,,,,,,
$ in millions,Period End,,Weekly Average (note 1),,High,,Low,
Total Incremental Risk Charge,$,372,$,249,$,372,$,176
,,,,,,,,
Note:,,,,,,,,
"1. The weekly average shown is calculated over the entire quarter. Per regulatory requirements, the weekly average of the previous 12 weeks from the period-end date is utilized in the regulatory capital calculation.",,,,,,,,
